Token,Chapter_Category,Word_Count,Token_Type,Has_Handshape_Analysis,Handshapes,Sign_Description
VAGINAL FLUID,Health,2,Multi-word phrase,Yes,"""V"" hand; ""W"" hand","1. Wave the ""V"" hand in front of your body. 2. Place the ""W"" hand against your lips."
VAIN,Emotions and Character,1,Single word,Yes,"""V"" hand","Point both ""V"" hands at yourself and draw them toward your face."
VALLEY,Science and Nature,1,Single word,Yes,"""V"" hand","With fingertips forward, place both ""V"" hands at head level then swing them down to meet at your chest."
VANISH,Idiomatic Expressions,1,Single word,Yes,Middle finger (8),"With middle fingers pointed down, swing the right hand above the left hand."
VARIETY OF THINGS,Idiomatic Expressions,3,Multi-word phrase,Yes,"""V"" hand","Alternate up and down movements with both ""V"" hands."
VEGETABLE,Food,1,Single word,Yes,"""V"" hand","Place the index finger of the ""V"" hand on the cheek and twist back and forth."
VERB,Grammar and Parts of Speech,1,Single word,Yes,"""V"" hand","Tap the ""V"" hand at the side of the mouth."
VERSE,Religion,1,Single word,Yes,Index finger (1); Pinch (thumb + index),Place your index finger and thumb together and move your hand from head level to abdomen.
VERY,Ideas and Mental Action,1,Single word,Yes,"""V"" hand","Touch the fingertips of both vertical ""V"" hands together and pull them away in opposite directions."
VERY THIN,Idiomatic Expressions,2,Multi-word phrase,Yes,"""I"" hand; Little finger (I)","Point the little fingers of both ""I"" hands at each other vertically and pull them apart in opposite directions."
VILLAGE,Travel and Directions,1,Single word,Yes,"""V"" hand","Place both ""V"" hands together at the fingertips then pull them away from each other in opposite directions."
VIOLET,Colours,1,Single word,Yes,"""V"" hand","Place the index finger of the ""V"" hand on your temple and rotate your hand at the wrist."
VIRGIN,Religion,1,Single word,Yes,"""V"" hand","Draw the ""V"" hand down the middle of your face from forehead to chin."
VISION,Religion,1,Single word,Yes,"""V"" hand; Flat hand","Place the ""V"" hand at your face and the left flat hand in front of that, then pull the ""V"" hand to the right."
VISIT,Travel and Directions,1,Single word,Yes,"""V"" hand","Spin both ""V"" hands around each other in a forward motion."
VOCABULARY,Education and Communication,1,Single word,Yes,"""V"" hand; Index finger (1)","Tap the ""V"" hand fingertips against your left index finger."
VOCATION,Work,1,Single word,Yes,"""V"" hand","Place the ""V"" hand facing forward on the back of the left wrist and wiggle the ""V"" hand."
VOICE,Health,1,Single word,Yes,"""V"" hand","Place the index finger of the ""V"" hand under your chin and pull it forward."
VOLLEYBALL,Sports and Games,1,Single word,No,,"With your right hand rested in the left palm, move both hands up and forward in front of the body."
VOLTA REGION,Travel and Directions,2,Multi-word phrase,No,,"Sign the letters ""V"" and ""R"" while moving your hand slightly to the right."
VOLUNTEER,Activities,1,Single word,Yes,"""F"" hand","Pinch the right shoulder with the thumb and index finger of the right ""F"" hand and lean forward slightly."
VOMIT,Health,1,Single word,Yes,"""C"" hand","Place the upturned ""C"" hand at your throat and move it upward and forward in an arc pattern."
VOTE,Politics,1,Single word,Yes,"""F"" hand","Place the ""F"" hand fingers into a curved left hand."
WA,Travel and Directions,1,Single word,No,,"Sign the letters ""W"" and ""A"" while slightly moving the hand to the right."
WAAKYE,Food,1,Single word,Yes,"""W"" hand","Slightly twist the right ""W"" hand as it meets the left ""W"" hand."
WAIT,Activities,1,Single word,Yes,Open hand,Place both open hands with palms up and one slightly in front of the other then wiggle the fingers.
WALK,Activities,1,Single word,Yes,Flat hand,Alternate pushing both flat hands in front of each other.
WALL,Home and Clothing,1,Single word,Yes,Flat hand,Place both flat hands on top of one another with palms facing the body then move the right hand up.
WANT,Ideas and Mental Action,1,Single word,Yes,Clawed hand,Pull both upturned clawed hands towards your body.
WAR,Politics,1,Single word,Yes,"""W"" hand","Place both ""W"" hands in front of yout chest and slide them back and forth together."
WARN,Activities,1,Single word,Yes,"""W"" hand","Tap the fingers of the ""W"" hand against the top of the left hand."
WASH,Home and Clothing,1,Single word,Yes,"""A"" hand","Rub both ""A"" hands together at the knuckles."
WASH MY HANDS OF YOU,Idiomatic Expressions,5,Multi-word phrase,Yes,Flat hand,Wipe both flat hands against each other and repeat in the opposite direction.
WASSE,Education and Communication,1,Single word,Yes,"""W"" hand","Place the ""W"" hand at your waist and pull it straight upward."
WATER,Food,1,Single word,Yes,"""W"" hand","Touch the mouth several times with the index finger of the ""W"" hand."
WATERMELON,Food,1,Single word,Yes,Curved hand,Place both curved hands at the mouth and move then downward.
WE,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),"Touch the index finger on the right shoulder, then move it to the left shoulder."
WEAK,Opposites and Questions,1,Single word,Yes,Curved hand,Rock the right curved hand back and forth in the left palm.
WEATHER,Science and Nature,1,Single word,Yes,"""W"" hand","Touch the thumbs of both ""W"" hands and rotate both hands back and forth."
WEAVE,Festivals and Holidays,1,Single word,Yes,Index finger (1),Interlock your right index finger through the left fingers.
WEDDING,"Family, People, and Pronouns",1,Single word,Yes,Flat hand,"Place both flat hands pointing down, then move the right hand to the inner thumb of the left hand."
WEDNESDAY,Time,1,Single word,Yes,"""W"" hand","With your wrist pointing toward your body, rotate the ""W"" hand."
WEE,Health,1,Single word,Yes,"""F"" hand","Place the thumb and index finger of the ""F"" hand against your mouth."
WEEK,Time,1,Single word,Yes,Index finger (1),"With the index finger forward, slide the right hand across the left palm."
WEIGH,Money,1,Single word,Yes,"""W"" hand","With palms facing up, move both ""W"" hands up and down alternately."
WELCOME,Activities,1,Single word,Yes,Curved hand,Sweep the right curved hand in toward the body.
WELDER,Work,1,Single word,Yes,"""G"" hand; Flat hand","Point the index finger of the ""G"" hand back and forth at your palm then slide your flat hands down the body."
WELL,Health,1,Single word,Yes,"""S"" hand","Place the fingers of both hands against your shoulders then pull forward into ""S"" hands."
WEST,Travel and Directions,1,Single word,Yes,"""W"" hand","Slide the left ""W"" hand to the left."
WESTERN REGION,Travel and Directions,2,Multi-word phrase,No,,"Sign the letters ""W"" and ""R"" while moving your hand slightly to the right."
WET,Opposites and Questions,1,Single word,Yes,"""W"" hand","Slide the right ""W"" hand across your chin from left to right."
WHAT,Opposites and Questions,1,Single word,Yes,Index finger (1),Pass the tip of the right index finger down over the left palm.
WHAT DID I TELL YOU,Idiomatic Expressions,5,Multi-word phrase,No,,Point to your ear and lean forward while slightly shaking your head side-to-side.
WHEAT,Food,1,Single word,Yes,"""W"" hand; Index finger (1)","Place the thumb of the ""W"" hand at the left index finger and flick upward a few times."
WHEN,Opposites and Questions,1,Single word,Yes,Index finger (1),Hold both index fingers forward at your side with palms up then twist both hands so palms face down.
WHERE,Opposites and Questions,1,Single word,Yes,Index finger (1),Hold the right index finger up and shake it rapidly back and forth.
WHICH,Opposites and Questions,1,Single word,Yes,"""A"" hand","With the thumbs pointed upward, move the ""A"" hands alternately up and down."
WHITE,Colours,1,Single word,Yes,AND hand (flat O),"Open the hand on your chest and pull forward into the ""AND"" hand."
WHO,Opposites and Questions,1,Single word,Yes,Index finger (1),Make a small circle in front of the lips with your right index finger.
WHY,Opposites and Questions,1,Single word,Yes,"""Y"" hand; Flat hand","Touch the forehead with the flat right hand then pull forward into the ""Y"" hand."
WICKED,Emotions and Character,1,Single word,Yes,"""X"" hand; Index finger (1)","Touch your index finger to your temple and pull away into ""X"" hand."
WIFE,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","Make the sign for ""GIRL"" then clasp both hands together."
WILL,Time,1,Single word,Yes,"""W"" hand","Place the ""W"" hand near your right ear and draw it forward."
WIMP,Idiomatic Expressions,1,Single word,Yes,"""Y"" hand; Flat hand","Move the ""Y"" hand from the corner of your mouth to a flat hand facing upward across your waist."
WIND,Science and Nature,1,Single word,Yes,"""W"" hand","Fan both ""W"" hands side to side."
WINDOW,Home and Clothing,1,Single word,Yes,"""B"" hand","Place both ""B"" hands in front with palms facing the body and rotate both hands so the palms face down."
WINE,Food,1,Single word,Yes,"""W"" hand","Place the ""W"" hand against the cheek and rotate in a backward motion."
WINNEBA,Education and Communication,1,Single word,Yes,"""W"" hand","Tap the index finger of the ""W"" hand to your temple twice."
WISE,Emotions and Character,1,Single word,Yes,"""X"" hand","Pull the ""X"" hand down your forward."
WISH,Ideas and Mental Action,1,Single word,Yes,"""C"" hand","Slide both ""C"" hands down your abdomen with one above the other."
WITH,Opposites and Questions,1,Single word,Yes,"""A"" hand","Bring both ""A"" hands together at the knuckles."
WITHOUT,Opposites and Questions,1,Single word,Yes,"""A"" hand; Open hand","With ""A"" hands together at the knuckles, separate both into open hands."
WITNESS,Politics,1,Single word,Yes,"""W"" hand","Pull the ""W"" hand over your left palm towards your body then rotate it and place it in the palm again."
WOMAN,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","Make the sign for ""GIRL"" and raise the hand to the top of the forehead."
WONDERFUL,Opposites and Questions,1,Single word,Yes,Flat hand; Open hand,Move the flat open hands up and forward a few times with palms facing out.
WOOD,Science and Nature,1,Single word,Yes,"""W"" hand","With both ""W"" hands, rub the right hand against the left backward and forward."
WORD,Education and Communication,1,Single word,Yes,"""Q"" hand; Index finger (1)","Slide the ""Q"" hand fingertips to your left index finger from the right."
WORKSHOP,Work,1,Single word,Yes,"""S"" hand; ""W"" hand; Index finger (1)","Place both ""W"" hands together at the index fingers and circle them downward into ""S"" hands."
WORLD,Science and Nature,1,Single word,Yes,"""W"" hand","With both ""W"" hands, circle the right hand around the left."
WORM,Animals,1,Single word,Yes,Index finger (1),Wiggle the index finger as it moves forward along the left palm.
WORRY,Emotions and Character,1,Single word,Yes,"""W"" hand","In small circles, rotate both ""W"" hands at your forehead."
WORSE,Opposites and Questions,1,Single word,Yes,"""W"" hand","Hold both ""W"" hands at the sides of the body with palms up then cross one on top of the other."
WORSHIP,Religion,1,Single word,No,,Cup one hand around the other and pull them down slightly in front of your face.
WRESTLING,Sports and Games,1,Single word,No,,Interlock the fingers of both hands then rock them from side to side.
WRITER,Work,1,Single word,Yes,"""A"" hand; Flat hand","Wave the modified ""A"" hand across your left palm then slide your flat hands down the body."
WRONG,Opposites and Questions,1,Single word,Yes,"""Y"" hand","Place the ""Y"" hand at the chin with the palm facing back."
YAM,Food,1,Single word,Yes,Flat hand,Bring the right flat hand down against the back of the left forearm.
YEAR,Time,1,Single word,Yes,"""S"" hand","With both ""S"" hands in front of your body, circle the right hand around the left."
YELLOW,Colours,1,Single word,Yes,"""Y"" hand","Shake the ""Y"" hand at the wrist."
YES,Opposites and Questions,1,Single word,Yes,"""S"" hand","Nod the right ""S"" hand up and down with knuckles facing forward."
YESTERDAY,Time,1,Single word,Yes,"""Y"" hand","Touch the thumb of the ""Y"" hand to your cheek then to the ear."
YOU,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),Point the index finger to the person being addressed.
YOU'RE FUNNY,Idiomatic Expressions,2,Multi-word phrase,Yes,"""V"" hand","Draw the ""V"" hand from the tip of your nose forward."
YOUNG,"Family, People, and Pronouns",1,Single word,No,,"With palms facing up and turned into to your body, tap the fingers at each hip."
YOUR,"Family, People, and Pronouns",1,Single word,Yes,Flat hand,Place the flat hand in front of the body with your palm facing the person being addressed.
YOUR ARE INTERFERING,Idiomatic Expressions,3,Multi-word phrase,Yes,Index finger (1); Pinch (thumb + index),Place the right forearm between the thumb and index finger of the left hand.
